,popularity,original_title,director,runtime,genres,release_date,vote_count,vote_average,release_year
109,1.449072,Heist,Scott Mann,93,Crime|Action|Thriller,11/13/15,233,5.4,2015
110,1.448002,Krampus,Michael Dougherty,98,Horror|Comedy|Fantasy,11/26/15,342,5.9,2015
111,1.443406,Dark Places,Gilles Paquet-Brenner,113,Drama|Mystery|Thriller,3/31/15,322,5.7,2015
112,1.41239,No Escape,John Erick Dowdle,103,Action|Thriller,8/26/15,519,6.7,2015
113,1.40805,Dope,Rick Famuyiwa,103,Crime|Drama|Comedy,6/19/15,448,7.3,2015
114,1.3882510000000001,American Ultra,Nima Nourizadeh,96,Comedy|Action,8/19/15,695,5.9,2015
115,1.388032,Woman in Gold,Simon Curtis,120,Drama,4/10/15,277,7.3,2015
116,1.38032,The Scorpion King: The Lost Throne,Mike Elliott,105,Action|Fantasy|Adventure,1/9/15,22,4.5,2015
117,1.3766049999999999,Sisters,Jason Moore,118,Comedy,12/18/15,399,5.9,2015
118,1.360926,Project Almanac,Dean Israelite,106,Science Fiction|Thriller,1/30/15,637,6.3,2015
119,1.360827,Absolutely Anything,Terry Jones,85,Comedy|Science Fiction,6/26/15,199,5.8,2015
120,1.3558219999999999,The Transporter Refueled,Camille Delamarre,96,Thriller|Action|Crime,9/3/15,407,5.3,2015
121,1.345982,Crimson Peak,Guillermo del Toro,119,Mystery|Thriller|Fantasy|Horror|Drama,10/13/15,819,6.4,2015
122,1.342839,Everly,Joe Lynch,90,Thriller|Action,1/23/15,169,5.1,2015
123,1.338481,Magic Mike XXL,Gregory Jacobs,115,Comedy|Drama|Music,7/1/15,501,6.3,2015
124,1.338322,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,Horror|Thriller,10/21/15,267,5.0,2015
125,1.329702,Slow West,John Maclean,84,Romance|Thriller|Western,4/16/15,229,6.6,2015
126,1.316239,Trumbo,Jay Roach,124,Drama,10/27/15,273,7.2,2015
127,1.315266,Secret in Their Eyes,Billy Ray,111,Crime|Drama|Mystery,10/14/15,202,6.2,2015
128,1.29314,Mistress America,Noah Baumbach,84,Comedy,8/14/15,132,6.4,2015
129,1.291013,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,93,Family|Animation,2/5/15,533,5.7,2015
130,1.284541,True Story,Rupert Goold,100,Crime|Drama|Mystery,4/17/15,354,6.0,2015
131,1.278928,Max,Boaz Yakin,111,Adventure|Drama|Family,6/26/15,214,7.0,2015
132,1.25358,Shaun the Sheep Movie,Mark Burton|Richard Starzack,85,Family|Animation|Comedy|Adventure,2/5/15,340,6.9,2015
133,1.251681,Louder Than Bombs,Joachim Trier,109,Drama,5/18/15,43,6.3,2015
134,1.2452239999999999,A Perfect Day,Fernando LeÃ³n de Aranoa,106,Comedy|Drama,8/28/15,102,6.3,2015
135,1.225325,The Gunman,Pierre Morel,115,Action|Drama|Crime,2/16/15,283,5.6,2015
136,1.191138,Unfriended,Levan Gabriadze,82,Horror|Thriller,4/17/15,643,5.6,2015
137,1.178831,Hot Pursuit,Anne Fletcher,87,Action|Crime|Comedy,5/8/15,472,5.5,2015
138,1.1647239999999999,Insidious: Chapter 3,Leigh Whannell,97,Drama|Horror|Thriller,6/4/15,610,6.3,2015
139,1.161812,Z for Zachariah,Craig Zobel,97,Drama|Science Fiction|Thriller,8/13/15,181,5.5,2015
140,1.144808,Dragonheart 3: The Sorcerer's Curse,Colin Teague,97,Action|Adventure|Fantasy,2/24/15,59,4.5,2015
141,1.142518,The Lady in the Van,Nicholas Hytner,104,Comedy|Drama,11/13/15,135,5.9,2015
142,1.138395,Victor Frankenstein,Paul McGuigan,109,Drama|Science Fiction|Thriller,11/10/15,408,5.5,2015
143,1.128081,Brothers of the Wind,Gerado Olivares|Otmar Penker,98,Adventure|Drama|Family,12/24/15,11,7.5,2015
144,1.1252389999999999,Anomalisa,Duke Johnson|Charlie Kaufman,90,Animation|Comedy|Drama|Romance,12/30/15,259,6.7,2015
145,1.0733489999999999,Bone Tomahawk,S. Craig Zahler,132,Horror|Western|Adventure|Drama,10/23/15,220,6.3,2015
146,1.065888,Regression,Alejandro AmenÃ¡bar,106,Horror|Mystery|Thriller,10/1/15,310,5.2,2015
147,1.0630549999999999,Pawn Sacrifice,Edward Zwick,114,Drama,9/16/15,148,6.6,2015
148,1.046518,The Man Who Knew Infinity,Matt Brown,108,Drama,9/17/15,104,7.1,2015
149,1.041922,Momentum,Stephen S. Campanelli,96,Thriller|Action,8/1/15,100,5.8,2015
150,1.03839,The Diary of a Teenage Girl,Marielle Heller,102,Drama|Romance,8/7/15,186,6.8,2015
151,1.036825,Pay the Ghost,Uli Edel,94,Horror|Thriller,9/16/15,114,5.3,2015
152,1.02762,The Voices,Marjane Satrapi,101,Horror|Thriller|Comedy|Crime,2/6/15,371,6.0,2015
153,1.021441,Last Knights,Kazuaki Kiriya,115,Action|Adventure,4/3/15,237,6.3,2015
154,1.0084739999999999,Il racconto dei racconti,Matteo Garrone,125,Romance|Fantasy|Horror,5/14/15,211,5.7,2015
155,1.0070540000000001,Irrational Man,Woody Allen,95,Mystery|Drama,7/17/15,319,6.1,2015
156,0.973316,Queen of the Desert,Werner Herzog,128,Drama|History,9/3/15,30,6.0,2015
157,0.956096,Ricki and the Flash,Jonathan Demme,100,Comedy|Drama|Music,7/10/15,152,5.5,2015
158,0.9536469999999999,Miss You Already,Catherine Hardwicke,112,Comedy|Drama|Romance,9/12/15,139,7.2,2015
159,0.953046,Kung Fury,David Sandberg,31,Action|Comedy|Science Fiction|Fantasy,5/28/15,487,7.7,2015
160,0.950793,The Perfect Guy,David M. Rosenthal,100,Drama|Thriller,9/11/15,122,5.6,2015
161,0.9384319999999999,A Bigger Splash,Luca Guadagnino,120,Crime|Drama|Mystery|Thriller,11/26/15,69,5.8,2015
162,0.9376200000000001,While We're Young,Noah Baumbach,97,Drama|Comedy,3/27/15,265,5.9,2015
163,0.9273389999999999,Get Hard,Etan Cohen,100,Comedy,3/26/15,661,5.9,2015
164,0.91704,Kidnapping Mr. Heineken,Daniel Alfredson,95,Drama|Action|Crime|Thriller,3/12/15,131,5.8,2015
165,0.913085,The Ridiculous 6,Frank Coraci,119,Comedy|Western,12/11/15,252,4.8,2015
166,0.90686,Kill Me Three Times,Kriv Stenders,90,Comedy|Thriller,4/10/15,96,5.1,2015
167,0.9060360000000001,The 33,Patricia Riggen,120,History|Drama,8/6/15,262,5.8,2015
168,0.898295999999999,Suffragette,Sarah Gavron,106,Drama|History,10/16/15,231,7.1,2015
169,0.8944770000000001,45 Years,Andrew Haigh,95,Drama,8/28/15,167,6.0,2015
170,0.880937999999999,We Are Your Friends,Max Joseph,96,Drama|Music|Romance,8/26/15,412,6.2,2015
171,0.880268,Barely Lethal,Kyle Newman,96,Adventure|Action|Comedy,4/30/15,215,5.5,2015
172,0.874641,Macbeth,Justin Kurzel,113,History|Drama|War,8/16/15,269,6.4,2015
173,0.872149,Extraction,Steven C. Miller,83,Action|Thriller,12/18/15,57,4.2,2015
174,0.8611790000000001,Jenny's Wedding,Mary Agnes Donoghue,94,Comedy|Drama,7/31/15,92,5.2,2015
175,0.848748,Descendants,Kenny Ortega,112,Music|Action|Adventure|Comedy|Family,7/31/15,262,6.7,2015
176,0.843174,Tumbledown,Sean Mewshaw,105,Music|Romance|Comedy,4/18/15,22,6.6,2015
177,0.842202,Far from the Madding Crowd,Thomas Vinterberg,119,Romance|Drama,5/1/15,220,6.9,2015
178,0.8369409999999989,The End of the Tour,James Ponsoldt,106,Drama,7/31/15,126,7.3,2015
179,0.8324870000000001,The Second Best Exotic Marigold Hotel,John Madden,122,Drama|Comedy,2/26/15,196,6.4,2015
180,0.829111,Little Boy,Alejandro Monteverde,106,Comedy|Drama|War,4/23/15,113,7.1,2015
181,0.821443,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Brandon Vietti,48,Action|Adventure|Animation|Family,2/10/15,14,6.4,2015
182,0.820691,Remember,Atom Egoyan,94,Drama|Thriller,10/23/15,75,7.7,2015
183,0.814206,Aloha,Cameron Crowe,105,Adventure|Comedy|Romance,5/27/15,469,5.2,2015
184,0.813893,Accidental Love,David O. Russell|Stephen Greene,100,Romance|Comedy,2/10/15,64,3.6,2015
185,0.810667,Halo: The Fall of Reach,Ian Kirby,67,Action|Animation|Science Fiction,10/27/15,32,5.3,2015
186,0.795762,Our Brand Is Crisis,David Gordon Green,108,Drama|Comedy,9/11/15,122,5.7,2015
187,0.792471,Into the Forest,Patricia Rozema,101,Drama|Science Fiction,6/3/15,57,5.1,2015
188,0.7879689999999989,The Invitation,Karyn Kusama,100,Thriller,3/13/15,192,6.4,2015
189,0.781809,The Benefactor,Andrew Renzi,90,Drama,4/17/15,55,4.5,2015
190,0.7739090000000001,Open Season: Scared Silly,David Feiss,85,Animation|Comedy|Family|Adventure,12/31/15,33,5.6,2015
191,0.77107,Cop Car,Jon Watts,86,Thriller,8/7/15,174,5.5,2015
192,0.768138,Mojave,William Monahan,93,Thriller,4/18/15,17,4.3,2015
193,0.758133,Sleeping with Other People,Leslye Headland,100,Comedy,6/26/15,197,6.2,2015
194,0.747541,Forsaken,Jon Cassar,90,Western|Drama,9/16/15,53,5.6,2015
195,0.738404,Amy,Asif Kapadia,128,Documentary|Music,7/3/15,345,7.5,2015
196,0.7299,Madame Bovary,Sophie Barthes,118,Drama,6/4/15,52,5.3,2015
197,0.719407,The Hallow,Corin Hardy,97,Fantasy|Horror,11/6/15,122,4.9,2015
198,0.7141310000000001,Barbie in Princess Power,Zeke Norton,74,Family|Animation,1/29/15,13,5.5,2015
199,0.7073550000000001,Howl,Paul Hyett,89,Horror,10/1/15,62,4.9,2015
200,0.706023,Freeheld,Peter Sollett,103,Romance|Drama,10/2/15,86,7.1,2015
201,0.7013699999999989,Man Up,Ben Palmer,88,Romance|Comedy,5/29/15,264,6.5,2015
202,0.699932,Love,Gaspar NoÃ©,134,Drama|Romance,7/6/15,307,4.7,2015
203,0.69957,Truth,James Vanderbilt,121,Drama,9/12/15,89,6.4,2015
204,0.696184,Return to Sender,Fouad Mikati,95,Thriller,5/31/15,88,5.0,2015
205,0.690479,Danny Collins,Dan Fogelman,107,Comedy|Drama|Music,3/20/15,114,6.6,2015
206,0.6895789999999989,Rock the Kasbah,Barry Levinson,100,Comedy|Music|War,10/22/15,56,5.1,2015
207,0.689571,Fathers and Daughters,Gabriele Muccino,116,Drama,10/1/15,142,7.0,2015
208,0.6737920000000001,"Hello, My Name Is Doris",Michael Showalter,95,Comedy|Drama|Romance,11/27/15,87,6.6,2015
209,0.669351,The Vatican Tapes,Mark Neveldine,91,Thriller|Horror,7/24/15,164,4.5,2015
210,0.661471,99 Homes,Ramin Bahrani,112,Drama,9/25/15,121,6.8,2015
211,0.6611630000000001,Hot Tub Time Machine 2,Steve Pink,93,Comedy,2/20/15,244,5.0,2015
212,0.654335,Knight of Cups,Terrence Malick,118,Romance|Drama,9/10/15,101,5.7,2015
213,0.654046,Manglehorn,David Gordon Green,97,Drama,6/3/15,35,5.0,2015
214,0.649628,Mississippi Grind,Ryan Fleck|Anna Boden,108,Drama,7/4/15,74,5.7,2015
215,0.644786,400 Days,Matt Osterman,91,Mystery|Science Fiction|Thriller,10/29/15,98,4.2,2015
216,0.640151,Lava,James Ford Murphy,7,Animation|Comedy|Family|Fantasy|Music,6/19/15,298,7.3,2015
217,0.638556999999999,Air,Christian Cantamessa,94,Thriller|Science Fiction,8/14/15,135,4.7,2015
218,0.633608,Riot,John Lyde,88,Action,9/27/15,11,5.0,2015
219,0.629560999999999,Septembers of Shiraz,Wayne Blair,110,Drama|Thriller,9/15/15,14,5.9,2015
220,0.607124,Every Thing Will Be Fine,Wim Wenders,118,Drama,4/2/15,44,5.1,2015
221,0.606113,Extinction,Miguel Ãngel Vivas,110,Drama|Horror|Science Fiction,8/7/15,135,5.3,2015
222,0.604928,The Childhood of a Leader,Brady Corbet,116,Mystery|Drama|Horror,9/2/15,25,3.6,2015
223,0.602165,A Walk in the Woods,Ken Kwapis,104,Drama|Adventure|Comedy,9/2/15,171,5.4,2015
224,0.599751,Clown,Jon Watts,100,Horror,3/2/15,182,5.2,2015
225,0.599655,The Lazarus Effect,David Gelb,83,Thriller|Horror,1/29/15,327,4.9,2015
226,0.589472,Batman vs. Robin,Jay Oliva,72,Action|Adventure|Animation,4/14/15,142,6.8,2015
227,0.586735,Careful What You Wish For,Elizabeth Allen Rosenbaum,91,Thriller,5/6/15,57,5.4,2015
228,0.584363,Racing Extinction,Louie Psihoyos,90,Adventure|Documentary,1/24/15,36,7.8,2015
229,0.577814,Unfinished Business,Ken Scott,90,Comedy,3/5/15,241,4.9,2015
230,0.570743999999999,Lost River,Ryan Gosling,95,Fantasy|Thriller,4/8/15,129,5.7,2015
231,0.569443,Cobain: Montage of Heck,Brett Morgen,132,Music|Documentary,3/23/15,197,7.5,2015
232,0.561032,Hyena Road,Paul Gross,120,War|Drama,10/9/15,29,5.7,2015
233,0.560743999999999,Criminal Activities,Jackie Earle Haley,94,Thriller|Crime|Drama,11/20/15,67,5.9,2015
234,0.560423,Life,Anton Corbijn,112,Drama,7/24/15,75,5.9,2015
235,0.553238,"McFarland, USA",Niki Caro,128,Drama,2/20/15,139,7.4,2015
236,0.5485869999999989,Backtrack,Michael Petroni,90,Horror|Mystery,7/25/15,52,5.4,2015
237,0.5478270000000001,X+Y,Morgan Matthews,111,Drama,3/13/15,133,6.0,2015
238,0.546458,Home Sweet Hell,Anthony Burns,98,Drama|Comedy,3/13/15,136,4.9,2015
239,0.542568,Ooops! Noah is Gone...,Toby Genkel|Sean McCormack,85,Animation|Adventure|Comedy,4/9/15,50,5.7,2015
240,0.5327,The Unspoken,Sheldon Wilson,90,Thriller|Horror,10/24/15,10,4.1,2015
241,0.532239,Hot Girls Wanted,Jill Bauer|Ronna Gradus,84,Documentary,5/29/15,158,5.9,2015
242,0.532205,The Gallows,Travis Cluff|Chris Lofing,87,Horror|Thriller,7/10/15,247,5.0,2015
243,0.52985,Dirty Weekend,Neil LaBute,93,Drama|Comedy,9/4/15,12,4.8,2015
244,0.527957,I Spit on Your Grave III: Vengeance is Mine,R.D. Braunstein,91,Horror|Thriller,10/9/15,100,5.0,2015
245,0.526642,Experimenter,Michael Almereyda,97,History|Drama,10/16/15,94,6.9,2015
246,0.524315,By the Sea,Angelina Jolie,122,Drama|Romance,11/12/15,82,5.4,2015
247,0.52025,Woodlawn,Andrew Erwin|Jon Erwin,123,Drama,10/16/15,32,6.8,2015
248,0.516954,The Hollow,Sheldon Wilson,90,Horror|TV Movie,10/24/15,19,5.1,2015
249,0.515401,Visions,Kevin Greutert,80,Thriller|Horror,8/28/15,67,5.5,2015
250,0.514735,Beyond the Mask,Chad Burns,103,Action,4/6/15,13,6.2,2015
251,0.513386,I Am Here,Anders Morgenthaler,97,Drama|Thriller,6/12/15,18,4.0,2015
252,0.50732,Wild Horses,Robert Duvall,100,Crime|Drama,6/5/15,16,4.1,2015
253,0.5048279999999989,Pressure,Ron Scalpello,91,Drama|Thriller,6/4/15,29,5.0,2015
254,0.5024890000000001,Hidden,Ross Duffer|Matt Duffer,83,Thriller|Horror,9/15/15,96,6.5,2015
255,0.49726499999999996,Hell & Back,Tom Gianas|Ross Shuman,86,Fantasy|Comedy|Animation,10/2/15,47,4.3,2015
256,0.48635100000000003,Robot Overlords,Jon Wright,90,Adventure|Science Fiction|Action,1/29/15,63,4.9,2015
257,0.482422,The Man with the Iron Fists 2,Roel ReinÃ©,90,Action,3/10/15,43,4.7,2015
258,0.47784,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Rick Morales,67,Action|Adventure|Animation|Family,8/25/15,17,6.8,2015
259,0.47634099999999996,Crown for Christmas,Alex Zamm,84,TV Movie,11/27/15,10,7.6,2015
